GID;"COD_CIRCUITO";"MUNICIPIO";"VERTICES"
147;"F_DU_RM_CL_06       ";"F ";"POLYGON ((579831.8198962202 6142456.336446736, 580001.129004554 6142556.0903286, 580248.7328567472 6142544.698108572, 580758.94762926 6142384.28360844, 580890.8109579359 6142403.421439873, 580959.0134876525 6142461.880751059, 581014.5498332789 6142599.260132346, 581101.2644782042 6142566.133189341, 581123.6738808253 6142799.970434084, 581025.2673736629 6142845.76356118, 581049.6254199902 6143064.9859781265, 581107.574829584 6143345.12866533, 581130.094893605 6143335.85480932, 581334.3017534267 6143764.415740396, 581456.8919545835 6144073.409096084, 581106.1360874696 6144212.737121076, 580984.3458558329 6143899.979806232, 580484.5187451958 6144088.998245733, 580207.716396746 6143382.22178537, 580164.9411773811 6143397.229730031, 579725.283731437 6142508.164851225, 579831.8198962202 6142456.336446736))"
148;"F_DU_RM_CL_07       ";"F ";"POLYGON ((578909.8383444952 6144165.88582843, 578917.3302770521 6144157.644702617, 579024.464912618 6144199.599524937, 579482.9711851097 6143954.61333032, 579524.9260074291 6143967.349615668, 579700.660268274 6144301.85442622, 579734.3735815105 6144365.443656567, 579714.945068287 6144483.12853839, 579715.3166586896 6144533.491066897, 579729.061420301 6144596.1190025, 579781.1496647976 6144702.1159597365, 579904.7309218775 6144890.375257907, 579961.574700517 6145013.03369089, 579982.1135781799 6145123.100709326, 579982.3060723497 6145221.33048423, 580007.301440312 6145380.734906332, 579544.1797169347 6145316.595848919, 579137.6512795099 6145261.417395114, 578852.3267961665 6145221.33048423, 578585.8667414738 6145182.658405497, 578246.802313196 6145138.3386743395, 578223.2119852329 6145137.257499747, 577948.4861774561 6144742.557480646, 578662.3102805944 6144824.093423461, 578688.713515332 6144708.1694346, 578909.8383444952 6144165.88582843))"
150;"F_DU_RM_CL_09       ";"F ";"POLYGON ((580152.2860277398 6145410.726529435, 579910.9290939053 6145943.024672907, 579883.541864679 6146046.208611833, 579885.5948703602 6146069.660904079, 580110.4301435018 6146168.872693519, 579863.6677359983 6146486.487673475, 579786.0224037198 6146442.841192093, 579746.1275439052 6146595.201422906, 579674.2818714282 6146584.614697911, 579455.1314903838 6146549.741359253, 579468.6877359983 6146438.4374478925, 579315.4658212663 6146419.240856296, 579338.5776623429 6146213.952306129, 578581.1476344622 6146122.761811679, 578558.6482722614 6145936.604088296, 578547.2288087338 6145606.584459157, 578223.2119852329 6145137.257499747, 578246.802313196 6145138.3386743395, 578585.8667414738 6145182.658405497, 578868.3615605197 6145223.216927095, 579137.6512795099 6145261.417395114, 579544.1797169347 6145316.595848919, 580007.301440312 6145380.734906332, 580008.1895139582 6145393.942385609, 580152.2860277398 6145410.726529435))"
152;"D_DU_RM_CL_08       ";"D ";"POLYGON ((577201.250601805 6143648.421722673, 577740.0051016271 6144435.590067868, 577959.1914981559 6144755.840929999, 578223.2119852329 6145137.257499747, 577556.43683961 6145058.52092252, 576572.0535601013 6144940.627694509, 576579.2306372172 6144860.397496946, 576557.3122510026 6144659.478956645, 576495.018126865 6144501.13759879, 576437.763694812 6144225.97737453, 576415.388430791 6144118.44355043, 576807.748495156 6144025.31718234, 576859.7681140004 6143914.308850581, 576894.5246013087 6143890.848221648, 576889.3111282125 6143850.878261243, 577201.250601805 6143648.421722673))"
153;"D_DU_RM_CL_09       ";"D ";"POLYGON ((578223.2119852329 6145137.257499747, 578547.2288087338 6145606.584459157, 578558.6482722614 6145936.604088296, 578581.1476344622 6146122.761811679, 578644.8641492608 6146456.363674345, 578375.0452409275 6146417.340278512, 578213.3768867607 6146440.754316011, 577930.1785284273 6146432.949636845, 577662.5895284273 6146427.374866012, 577367.1266742606 6146417.340278512, 577198.0189520741 6146410.300501589, 577276.6832105801 6146001.23859264, 577283.3575805142 6145883.899579802, 577301.3365925701 6145619.776532614, 577319.4179746852 6145622.964858384, 577343.7141504647 6145410.373320313, 577328.5659243495 6145407.379198826, 577341.1916780332 6145329.588264837, 577556.43683961 6145058.52092252, 578223.2119852329 6145137.257499747))"
154;"A_DU_RM_CL_09       ";"A ";"POLYGON ((569019.7430223026 6144824.865504854, 568940.9342740861 6144715.764867119, 568793.6082606689 6144514.0308289435, 569133.0622054125 6144277.285344075, 569539.3957389591 6143989.513843165, 569948.1729898128 6143706.731862592, 570053.5645787095 6143631.54622, 570168.646472973 6143763.3854381, 570951.6423008995 6143251.927600798, 571082.523337824 6143796.59465413, 570524.2871091652 6144176.650756953, 570009.1846505675 6144556.234008778, 569726.0261034033 6144757.878733385, 569643.624302561 6144823.971844477, 569340.1968380013 6145054.439381207, 569309.7253387315 6145084.052528385, 569264.6618538959 6145131.691069497, 569137.6257442641 6145216.2387505695, 568841.6647004248 6145416.355603316, 568589.8873119747 6145592.596299812, 568330.2359055062 6145326.352169593, 569019.7430223026 6144824.865504854))"
155;"F_DU_RM_CL_10       ";"F ";"POLYGON ((579674.2818714282 6146584.614697911, 579674.5874533375 6146729.880366827, 579592.4863555123 6146884.78803083, 579530.439468116 6147100.86575683, 579289.0536983619 6147037.007894889, 579266.91869987 6147211.04687693, 579104.392235719 6147179.1590049, 579639.573327434 6147952.8675842695, 579686.245827434 6147881.112584271, 579808.786732375 6147664.69065335, 580221.407276759 6147907.73602958, 580047.772204597 6148217.16630187, 579832.489772397 6148342.67132599, 578972.998443596 6148228.30716588, 578581.1476344622 6146122.761811679, 579338.5776623429 6146213.952306129, 579315.4658212663 6146419.240856296, 579468.6877359983 6146438.4374478925, 579455.1314903838 6146549.741359253, 579674.2818714282 6146584.614697911))"
156;"D_DU_RM_CL_10       ";"D ";"POLYGON ((577198.0189520741 6146410.300501589, 577367.1266742606 6146417.340278512, 577662.5895284273 6146427.374866012, 577930.1785284273 6146432.949636845, 578213.3768867607 6146440.754316011, 578375.0452409275 6146417.340278512, 578644.8641492608 6146456.363674345, 578905.764907534 6147852.37244553, 578692.615211335 6147815.38198149, 578479.227947137 6147593.78735729, 578290.9637274329 6147514.339627895, 577852.9253815996 6147423.2867133105, 576939.935346183 6147300.242234143, 577043.1176653904 6146914.0193453645, 576634.419751103 6146627.271615182, 576662.4353339372 6146319.100204009, 577198.0189520741 6146410.300501589))"
157;"D_DU_RM_CL_11       ";"D ";"POLYGON ((576638.7641340228 6144948.021652888, 576904.5725631416 6144979.899047523, 576987.4537891952 6144990.688319554, 577078.6721799998 6145001.96801304, 577134.5802259768 6145007.8530705115, 577174.7947853638 6145012.757285071, 577218.0495391503 6145017.585688749, 577220.546919297 6145017.578586481, 577556.43683961 6145058.52092252, 577342.8208075408 6145329.588264837, 577327.7513595957 6145407.786481203, 577344.1480107466 6145406.468577778, 577319.4179746852 6145623.398718666, 577301.2780050975 6145619.573317192, 577283.3575805142 6145883.899579802, 577276.6832105801 6146001.23859264, 577042.552679131 6145970.09289137, 576712.7840016258 6145931.1665780395, 576644.4288640323 6145924.578131043, 576526.8489318828 6145899.981078245, 576440.2262666749 6145889.888546726, 576473.960490877 6145707.913788003, 576482.0376994888 6145611.46241458, 576565.0792402574 6145583.192848792, 576583.781426779 6145479.62949093, 576323.789700086 6145409.412747225, 576332.3295743205 6145229.126513388, 576076.1333472872 6145191.171516791, 576051.7296512641 6144878.3818061445, 576222.8867393867 6144897.01782147, 576314.5955516472 6144908.297514957, 576498.0131761683 6144932.818587754, 576638.7641340228 6144948.021652888))"
158;"D_DU_RM_CL_12       ";"D ";"POLYGON ((576031.5091539138 6144532.364668373, 576040.0977249962 6144823.149146444, 576047.261557736 6144868.489755445, 576083.236136905 6145290.84028314, 576071.086120894 6145606.84745144, 576060.453416884 6145720.90569154, 576049.714472874 6145842.01417166, 576037.3761578663 6145942.819522954, 575959.4246398713 6145926.240282186, 575904.0921710727 6145898.740450867, 575819.2282530299 6145886.682795443, 575733.3372662263 6145870.073569031, 575696.5688743067 6145838.290721779, 575688.4673642229 6145793.420819776, 575601.2203325495 6145774.101834192, 575548.2489204621 6145780.956958109, 575509.5085021459 6145748.900969693, 575444.6964214742 6145740.176266526, 575393.594588637 6145717.741315524, 575362.4349344679 6145687.204854438, 575304.4768399503 6145687.149487942, 575284.5357990452 6145664.769903435, 575226.0942541183 6145656.481118011, 575175.4770094535 6145666.016289602, 575136.2702114277 6145463.153117847, 574935.351671128 6145474.112310954, 574924.3924780206 6145240.316191332, 574917.0863492825 6145068.6221659845, 574997.4537654024 6144864.050561314, 575015.7190872479 6144728.887179659, 575853.7286991911 6144838.819882589, 575889.537832725 6144576.50223448, 576031.5091539138 6144532.364668373))"
159;"D_DU_RM_CL_13       ";"D ";"POLYGON ((577276.6832105801 6146001.23859264, 577198.0189520741 6146410.300501589, 577198.0189520741 6146410.300501589, 577198.0189520741 6146410.300501589, 576404.6606083155 6146274.975454391, 576349.4220772887 6146576.340098346, 576617.91902338 6146624.247638777, 576476.6902006199 6146746.722599188, 576317.9570912608 6146725.274365544, 576266.2146697927 6146722.477477897, 576185.8041499435 6146704.297708192, 576092.8076356831 6146694.508601428, 576020.088556863 6146675.629609811, 576022.1862225981 6146688.215604223, 575934.0842617198 6146708.493039663, 575840.3885255478 6146711.28992731, 575780.9546630506 6146684.719494664, 575586.0745559201 6146850.588536677, 575513.82439624 6146766.879307722, 575414.1265519146 6146817.519562552, 575340.9565444886 6146729.62052766, 575335.7301153867 6146644.097142358, 575410.8006424861 6146641.246362848, 574680.0474965781 6145800.863153562, 574767.7327756801 6145686.9892755095, 574832.0976205105 6145699.04552302, 574977.3016089384 6145696.552750687, 575100.0706463645 6145687.82804752, 575148.0565137848 6145651.0596556, 575175.4770094536 6145666.016289601, 575226.0942541184 6145656.48111801, 575284.5357990453 6145664.769903434, 575304.4768399504 6145687.1494879415, 575362.434934468 6145687.204854437, 575393.5945886371 6145717.741315523, 575444.6964214743 6145740.176266525, 575509.508502146 6145748.9009696925, 575548.2489204622 6145780.956958108, 575601.2203325497 6145774.101834191, 575688.467364223 6145793.420819775, 575696.5688743069 6145838.290721778, 575733.3372662264 6145870.0735690305, 575819.2282530299 6145886.682795443, 575904.0921710728 6145898.7404508665, 575959.4246398713 6145926.240282186, 576037.3761578663 6145942.819522954, 576049.7144728741 6145842.014171659, 576526.8489318828 6145899.981078245, 576639.8338548217 6145923.997907453, 576709.0125482898 6145930.998132387, 577038.781225795 6145969.51266778, 577276.6832105801 6146001.23859264))"
162;"A_DU_RM_CL_12       ";"A ";"POLYGON ((567208.6647938984 6142984.033103233, 567366.2104098423 6142898.435835866, 567502.8811664754 6142987.087137466, 567543.5130130419 6143120.064089866, 567561.9820342085 6143212.4091957, 567573.0634469085 6143319.529518466, 567506.5749707087 6143578.0958148, 566778.0679694503 6143463.480220073, 566728.7825360887 6143640.907780175, 566551.3549759869 6143611.336520158, 566433.667871918 6144054.01647399, 566290.711071785 6144639.52021854, 565827.013919353 6144153.82319408, 564905.2215017085 6143202.267423256, 565260.0766219122 6143083.982383188, 565560.7177654181 6143010.054233146, 565851.5018222517 6143005.125689809, 566521.7837159699 6143074.125296516, 566613.7685882105 6143093.322800716, 566911.9147863804 6143086.79424669, 567208.6647938984 6142984.033103233))"
52;"A_DU_RM_CL_01       ";"A ";"POLYGON ((567225.6078047844 6139370.630110801, 567271.3573941138 6139055.728960012, 567295.662598297 6138888.43266556, 567307.021510308 6138895.43215357, 567385.631846381 6138943.87276161, 567479.428166469 6139001.67106566, 567573.310822556 6138986.47752965, 567662.462310639 6138972.04965764, 567727.5767747 6138961.51183363, 567872.869190835 6138937.9984256, 568007.875334961 6138916.14972159, 568087.304935035 6138903.29525757, 568089.462919037 6138887.38431356, 568116.859847062 6138685.38236137, 568068.706087017 6138677.21439336, 568037.085702988 6138671.85077736, 568015.797126968 6138660.17775335, 567970.844582926 6138635.52904932, 567970.132294926 6138619.14863331, 567978.646534933 6138608.4055293, 567997.385734951 6138584.76124128, 568011.380902964 6138567.10271326, 568029.962950981 6138543.65650524, 568034.168262985 6138527.73794522, 568037.077030988 6138516.72757721, 568039.934694991 6138505.9102332, 568035.1447528974 6138474.371528631, 568041.4812096265 6138462.754691293, 567953.0348344492 6138426.584084132, 567965.1797098466 6138395.4298385475, 568155.00939269 6138480.179947299, 568183.804999124 6138290.766073, 568192.8772812077 6138278.900904326, 568220.4348164708 6138284.602463346, 568788.2150688748 6138370.600978565, 568784.821159684 6138384.46703309, 568770.567175671 6138486.20136918, 568770.512999671 6138486.58812119, 568862.944359757 6138503.0918652, 568866.15501576 6138503.6651772, 568851.157351746 6138599.01148129, 568828.7859987296 6138795.642256906, 568828.5237086259 6138795.773401958, 568919.9318097471 6138810.461647763, 569014.900135899 6138832.01794551, 569015.846407899 6138833.82082551, 568985.288167871 6139023.44028168, 568977.307847863 6139074.98645773, 568969.769927856 6139123.67548178, 568979.632871866 6139124.41308178, 568937.608839827 6139184.94927383, 568940.390439829 6139217.52194587, 568949.406535837 6139323.09992996, 568949.738023838 6139326.98028197, 568988.224647874 6139329.46309797, 568989.522535875 6139329.54677797, 568989.550983875 6139329.68047397, 569012.488167896 6139435.88393007, 569009.082663893 6139481.90946611, 569030.952327913 6139522.64485815, 569029.930215913 6139539.65157817, 569028.590823911 6139561.66041019, 569048.99357593 6139575.4208262, 569072.735303952 6139637.62837826, 569074.338317034 6139657.133451559, 567225.6078047844 6139370.630110801))"
53;"G_DU_RM_CL_03       ";"G ";"POLYGON ((571188.129936154 6145148.218452211, 571177.0333773562 6145031.04779927, 571525.878794237 6144769.37404704, 571871.734730559 6144520.9483508, 571872.31809056 6144520.5294068, 572018.041834695 6144413.6456627, 572115.413322786 6144342.22665464, 572126.502218796 6144334.09331063, 572336.491850992 6144180.07254249, 572342.013322997 6144176.02262248, 572424.495051074 6144115.52499043, 572486.444043132 6144070.08726238, 572574.339531214 6144005.61881433, 572825.568843447 6143821.34998215, 572830.933003452 6143817.41545415, 572877.030539495 6143884.28035021, 572935.51783555 6143969.11683029, 573020.879947629 6144092.93577441, 573024.836459633 6144098.67478241, 573033.998091642 6144285.31593459, 573040.132235647 6144410.2816307, 573046.684971653 6144543.77439883, 572999.80541961 6144578.02297486, 572909.618859526 6144643.91020692, 572858.591275478 6144681.18915095, 572751.436043378 6144759.47315103, 572603.24743524 6144867.73465513, 572559.3460912 6144899.80745516, 572445.873355094 6144982.70665524, 572407.244747058 6145010.92732726, 572388.751147041 6145024.43827127, 572184.41988285 6145173.71558341, 572048.257546723 6145273.19107151, 571921.528042606 6145365.77532759, 571860.426826549 6145410.41372763, 571793.719626486 6145459.14774368, 571719.120650417 6145513.64726373, 571652.482250355 6145562.33103977, 571543.285322253 6145642.10652785, 571513.672330226 6145663.74076787, 571455.835722172 6145705.99414391, 571326.620938051 6145800.394144, 571326.446346051 6145800.521632, 571293.5023859001 6145652.594139828, 571266.3389078374 6145530.622659576, 571240.4270479647 6145414.271288905, 571204.1558250315 6145251.403531634, 571188.129936154 6145148.218452211))"
54;"G_DU_RM_CL_06       ";"G ";"POLYGON ((570934.213641686 6149028.229219, 570897.8754743191 6148997.991411863, 570823.3931237877 6148894.862003435, 570618.7712816685 6149030.730906602, 570541.8334690317 6148759.811587637, 570720.2637153595 6148715.61326974, 570892.9645501082 6148583.836803416, 571001.8233701157 6148560.919157098, 571016.202032238 6148544.42299329, 571021.10650737 6148529.7095679, 571030.915457632 6148506.82201729, 571039.089582851 6148485.02435004, 571090.859042571 6148348.24398805, 571119.934153718 6148273.00574203, 571180.281436769 6148116.84387199, 571186.223836791 6148083.40233096, 571200.085715187 6147990.21970396, 571209.792638952 6147924.96760532, 571215.650687579 6147885.58850067, 571230.133125582 6147783.57504081, 571269.639616021 6147507.00699039, 571270.7284140764 6147492.8749210285, 571333.963556482 6147447.82972515, 571429.559332571 6147378.10505309, 571705.1641426197 6147170.177161249, 571830.1434640099 6147068.916351536, 571898.0740545107 6147018.34580083, 571976.5279562749 6146959.941229518, 572198.180538886 6147354.81530313, 572285.0116163755 6147646.343556689, 572331.3567035296 6147849.809792975, 572324.062067257 6147944.98714392, 572318.612650444 6148014.19473744, 572314.253116994 6148051.25077177, 572309.893583544 6148082.85738928, 572303.2446223506 6148101.129145405, 572166.2070322433 6148198.8048745245, 571809.0345899424 6148453.928047594, 571734.6844080758 6148503.980784406, 571672.4659135707 6148544.618065063, 571551.481672365 6148634.701038798, 571453.805943246 6148707.593373961, 571387.2309437967 6148755.702315168, 571309.9650685234 6148792.14848275, 570934.213641686 6149028.229219))"
55;"E_DU_RM_CL_02       ";"E ";"POLYGON ((578222.689072474 6140251.08501883, 578221.596176473 6140250.33439483, 578268.469520517 6140180.87865076, 578325.92907257 6140095.73653868, 578447.308784683 6139915.87925852, 578525.317744756 6139800.28745041, 578532.815440763 6139789.1774664, 578579.155472806 6139720.51196233, 578599.060944824 6139691.01666631, 578594.77128082 6139685.6575943, 578587.115760813 6139676.09356229, 578696.3650711421 6139591.329157421, 578696.3650711421 6139591.329157421, 578756.682509498 6139645.467567197, 578823.7822599547 6139707.484003225, 578888.2386869086 6139766.450450596, 578934.3951819197 6139812.606945607, 578994.978513193 6139877.49845848, 579025.750545222 6139906.64229851, 579231.197169413 6140046.70082664, 579247.923729429 6140058.10383465, 579287.502673466 6140020.48354661, 579535.627409697 6139784.63727439, 579627.528273782 6139697.28415431, 579651.626801805 6139712.72988233, 579663.628433816 6139714.94652233, 579709.933073859 6139723.49897034, 579785.357841929 6139737.42972235, 579789.018129933 6139737.25545035, 579835.998065976 6139735.01881035, 579926.307058061 6139681.7667143, 579930.044050064 6139679.5630343, 579928.922385493 6139681.149600038, 580153.9779117785 6139543.234475713, 580202.6941994805 6139530.197722668, 580254.1550667713 6139795.049652963, 580282.2870075571 6139921.300314036, 580024.1407398279 6140060.409752509, 579993.667794123 6140083.67497067, 579992.675154122 6140085.03535467, 580039.854034166 6140293.15007487, 580043.65294617 6140292.46396287, 580073.384146197 6140287.09417086, 580115.047826236 6140279.56917885, 580206.987090322 6140262.96377084, 580209.979570325 6140262.42325884, 580208.215410323 6140504.39727506, 580207.046098322 6140664.76847521, 580205.679250321 6140669.11682722, 580191.6886612141 6140729.560798628, 580038.758450165 6140687.77516324, 579996.141874126 6140676.25967522, 579918.2005703687 6140653.859712838, 579632.2941184063 6140646.498912689, 579394.926321566 6140635.41532319, 579311.1320491659 6140636.108375154, 579311.1320491659 6140636.108375154, 579249.0331641647 6140688.668521074, 579176.1544057896 6140752.410192165, 579035.0743587672 6140872.493104054, 578975.655281175 6140792.75605933, 578972.049105172 6140788.19324333, 578969.189521169 6140784.57493932, 578966.636337167 6140781.34434732, 578903.009585107 6140719.59426726, 578898.875633104 6140715.58217126, 578891.129489096 6140710.26101926, 578847.375697056 6140680.20498723, 578790.717841003 6140641.28463519, 578699.772624918 6140578.81103513, 578615.53096084 6140520.94242708, 578534.701520765 6140465.41775503, 578452.348880688 6140408.84674697, 578331.515024575 6140325.8415629, 578222.689072474 6140251.08501883))"
164;"A_DU_RM_CL_10       ";"A ";"POLYGON ((569948.1729898128 6143706.731862592, 569539.2396937876 6143989.513843165, 569133.0622054125 6144277.285344075, 568793.6082606689 6144514.0308289435, 568676.252194007 6144353.33474627, 568612.9431735119 6144169.560798234, 568993.8736442309 6143903.272732471, 568777.1000243517 6143600.732898773, 569281.2226046539 6143263.680177603, 569167.462808852 6143086.8424292365, 568906.1173069754 6143260.516434309, 568791.4236358164 6143093.2548305355, 568996.9164633097 6142952.277193069, 569105.992203738 6142883.660618933, 569176.1744841711 6142976.005724766, 569383.0275212373 6142817.172142733, 569564.34842441 6143079.13708546, 569646.904328487 6143028.28940541, 569812.919587065 6143338.34082533, 569963.444259206 6143461.28815344, 570064.091656876 6143612.55145396, 570048.2232151364 6143624.89909829, 570053.5645787095 6143631.54622, 569948.1729898128 6143706.731862592))"
56;"E_DU_RM_CL_06       ";"E ";"POLYGON ((579930.2946752873 6139679.091165347, 579930.044050064 6139679.5630343, 579979.36264211 6139649.54703427, 580151.896018271 6139544.54066617, 580165.816146284 6139540.58405817, 580201.903378317 6139530.32687416, 580409.478450511 6139471.3269381, 580635.887506721 6139406.97385004, 580925.259826991 6139406.97385004, 581067.534387123 6139474.48511411, 581089.913267144 6139480.45196211, 581212.220499258 6139513.06287414, 581204.965331251 6139549.50885818, 581192.179123239 6139613.73906623, 581190.607827238 6139621.63157824, 581190.607827238 6139791.1807624, 581193.06680324 6139808.50527442, 581200.732051247 6139862.51266647, 581208.123571254 6139914.58997851, 581223.295091268 6140021.48463461, 581230.966483276 6140075.53477866, 581235.96654728 6140110.7642507, 581236.16718728 6140112.1773707, 581200.447123247 6140211.28757879, 581172.441299221 6140288.99337086, 581159.95509121 6140323.6377549, 581105.312104671 6140416.11591798, 581161.482541241 6140455.28059901, 581208.223141509 6140381.77474417, 581346.0334874863 6140477.837325297, 581183.0044435603 6140729.956590253, 581130.883633978 6140800.865133521, 581107.2474528883 6140797.228797969, 581064.991379121 6140858.87593139, 581006.7454075537 6140945.002131447, 580904.0104562436 6140914.315068069, 580798.619282873 6140879.32498741, 580704.401938785 6140838.68767538, 580508.0806276556 6140805.909681135, 580488.7344355258 6140802.907685804, 580403.061548928 6140787.33384695, 580313.2844862104 6140767.884406948, 580191.6886612141 6140729.560798628, 580205.679250321 6140669.11682722, 580207.046098322 6140664.76847521, 580208.215410323 6140504.39727506, 580209.979570325 6140262.42325884, 580206.987090322 6140262.96377084, 580115.047826236 6140279.56917885, 580073.384146197 6140287.09417086, 580043.65294617 6140292.46396287, 580039.854034166 6140293.15007487, 579992.675154122 6140085.03535467, 579993.667794123 6140083.67497067, 580024.1407398279 6140060.409752509, 580282.2870075571 6139921.300314036, 580253.4689218742 6139794.363508066, 580202.0080545832 6139530.197722668, 580151.2333321896 6139545.2929104045, 579930.2946752873 6139679.091165347))"
57;"E_DU_RM_CL_04       ";"E ";"POLYGON ((578801.952561013 6139178.63893783, 578908.923249113 6139072.32463373, 579072.341521265 6138909.90908158, 579187.276881372 6138795.67893747, 579283.382929462 6138700.16268138, 579337.205009512 6138646.67090533, 579389.35572956 6138594.84028129, 579445.751889613 6138538.79007323, 579510.848803105 6138472.93312368, 579605.098577761 6138380.42111309, 579690.391633841 6138295.65135301, 579740.998801888 6138245.35477696, 579839.83956998 6138147.12047287, 579860.471153999 6138126.61560885, 579864.822290003 6138122.29103285, 580039.346130166 6138256.53397697, 580056.578738182 6138269.78914498, 580088.086802211 6138294.02504901, 580124.556178245 6138322.07708103, 580126.029138247 6138323.21010503, 580227.562226341 6138378.25708108, 580325.611282432 6138431.41516113, 580474.383762571 6138512.07336921, 580515.334482609 6138424.43612113, 580520.667090614 6138427.17256913, 580727.507858807 6138533.31023323, 580757.064626834 6138548.47682524, 580754.195090832 6138586.73135328, 580753.227858831 6138599.62472929, 580755.6121672288 6138608.9126597475, 580855.829586926 6138814.15436149, 580878.152594947 6138858.26296953, 580881.45953895 6138864.79708154, 580882.233042951 6138869.21868154, 580884.892530953 6138884.41896955, 580901.344338969 6138978.45256964, 580919.976466986 6139084.94812174, 580916.680658983 6139085.10223374, 580712.114450792 6139094.66664975, 580278.1587671462 6139127.6885189, 580053.5275171462 6139139.5947689, 579880.4900171461 6139149.913518901, 579778.8900171461 6139153.088518901, 579601.8837671462 6139160.232268901, 579504.800337668 6139151.1143618, 579240.374033422 6139163.47746581, 579202.948113387 6139165.22725782, 579056.816849251 6139172.05954582, 578980.98856118 6139175.60485783, 578967.191985167 6139176.24994583, 578833.026833042 6139182.52277783, 578822.091537032 6139181.15592983, 578802.978449014 6139178.76712983, 578801.952561013 6139178.63893783))"
58;"E_DU_RM_CL_03       ";"E ";"POLYGON ((578696.3650711421 6139591.329157421, 578836.3193056445 6139449.251336536, 578913.947388494 6139367.00752984, 579000.3873077752 6139288.9598357305, 578988.9818334144 6139225.264216994, 578987.2816622953 6139203.587035225, 578977.439569177 6139176.10175383, 578981.02996918 6139175.93330583, 579056.820593251 6139172.37672982, 579202.951537387 6139165.51960982, 579240.379985422 6139163.76325782, 579504.538513668 6139151.3675778, 579601.8837671462 6139160.232268901, 579778.8900171461 6139153.088518901, 579880.4900171461 6139149.913518901, 580053.5275171462 6139139.5947689, 580278.1587671462 6139127.6885189, 580712.119826792 6139094.70188175, 580916.680850983 6139085.10287374, 580919.976466986 6139084.94812174, 581081.04925598 6139093.08234632, 581109.634584028 6139094.86892932, 581181.693431814 6139100.22867833, 581222.189313214 6139107.97053801, 581241.841726247 6139111.54370401, 581308.673368105 6139126.49969424, 581219.611347265 6139483.95068211, 581212.220499258 6139513.06287414, 581089.913267144 6139480.45196211, 581067.534387123 6139474.48511411, 580925.259826991 6139406.97385004, 580635.887506721 6139406.97385004, 580409.478450511 6139471.3269381, 580201.903378317 6139530.32687416, 580165.816146284 6139540.58405817, 580151.896018271 6139544.54066617, 579979.36264211 6139649.54703427, 579930.044050064 6139679.5630343, 579926.307058061 6139681.7667143, 579835.998065976 6139735.01881035, 579789.018129933 6139737.25545035, 579785.357841929 6139737.42972235, 579709.933073859 6139723.49897034, 579663.628433816 6139714.94652233, 579651.626801805 6139712.72988233, 579627.528273782 6139697.28415431, 579535.627409697 6139784.63727439, 579287.502673466 6140020.48354661, 579247.923729429 6140058.10383465, 579231.197169413 6140046.70082664, 579025.750545222 6139906.64229851, 578994.978513193 6139877.49845848, 578934.3951819197 6139812.40361303, 578888.2386869086 6139766.450450596, 578823.7822599547 6139707.484003225, 578756.682509498 6139645.467567197, 578696.3650711421 6139591.329157421))"
59;"E_DU_RM_CL_07       ";"E ";"POLYGON ((581159.95509121 6140323.6377549, 581172.441299221 6140288.99337086, 581200.447123247 6140211.28757879, 581236.16718728 6140112.1773707, 581235.96654728 6140110.7642507, 581230.966483276 6140075.53477866, 581223.295091268 6140021.48463461, 581208.123571254 6139914.58997851, 581200.732051247 6139862.51266647, 581193.06680324 6139808.50527442, 581190.607827238 6139791.1807624, 581190.607827238 6139621.63157824, 581192.179123239 6139613.73906623, 581204.965331251 6139549.50885818, 581212.220499258 6139513.06287414, 581219.611347265 6139483.95068211, 581308.673368105 6139126.49969424, 581569.2645558413 6139186.4094068045, 581765.3984989963 6139219.387680431, 581866.9368677976 6139224.594776267, 581990.171469249 6139225.462625573, 582095.1812352743 6139221.123379043, 582192.3803575458 6139224.594776267, 582240.9799186816 6139228.934022797, 582334.021524303 6139249.3319619, 582485.248052444 6139286.66687393, 582634.607188583 6139323.54076196, 582644.420948592 6139325.96354597, 582641.038452589 6139331.84927397, 582633.432244582 6139345.08415398, 582609.418740559 6139386.86812202, 582587.518516539 6139424.97493806, 582532.144724487 6139521.32636215, 582476.958452436 6139617.35167424, 582472.212372432 6139625.60975425, 582440.046484402 6139674.42485829, 582408.546836372 6139722.22885834, 582325.082644295 6139848.89490645, 582246.483380221 6139968.17759456, 582190.135668169 6140053.69135464, 582009.719476001 6140327.4920909, 581987.62680398 6140361.01993093, 581939.250163935 6140434.436795, 581890.54053189 6140508.35887507, 581857.738515859 6140558.13941911, 581831.193043835 6140598.42485915, 581563.333235585 6141004.93077953, 581554.633939577 6141009.19237953, 581549.167187572 6141011.87042754, 581522.825747547 6141024.77477955, 581435.0441685785 6141021.787910287, 581103.475245581 6140959.70555911, 581006.7454075537 6140945.002131447, 581006.7454075537 6140945.002131447, 581107.2474528883 6140797.228797969, 581130.883633978 6140800.865133521, 581130.883633978 6140800.865133521, 581183.0044435603 6140729.956590253, 581346.0334874863 6140477.837325297, 581208.223141509 6140381.77474417, 581161.482541241 6140455.28059901, 581105.312104671 6140416.11591798, 581159.95509121 6140323.6377549))"
